0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.7143e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.7143e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.7143e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 5.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 7.5000e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 7.2727e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 7.2727e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 2.5000e-01 8.0000e-01 6.2500e-01 8.0000e-01 0.0000e+00 8.0000e-01 7.2727e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 7.1429e-01 8.0000e-01
8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 9.0909e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.4615e-01 0.0000e+00 9.0909e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.9474e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.8889e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.8889e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 7.0000e-01 0.0000e+00 7.8571e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.8889e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.4615e-01 0.0000e+00
0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.7143e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.7143e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.7143e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 5.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 7.5000e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 7.2727e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 7.2727e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 2.5000e-01 8.0000e-01 6.2500e-01 8.0000e-01 0.0000e+00 8.0000e-01 7.2727e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 7.1429e-01 8.0000e-01
8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 9.0909e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.4615e-01 0.0000e+00 9.0909e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.9474e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.8889e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.8889e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 7.0000e-01 0.0000e+00 7.8571e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.8889e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.4615e-01 0.0000e+00
4.0000e-01 8.3333e-01 4.0000e-01 8.3333e-01 0.0000e+00 8.3333e-01 5.0000e-01 8.3333e-01 4.0000e-01 8.3333e-01 4.0000e-01 8.3333e-01 0.0000e+00 8.3333e-01 5.0000e-01 8.3333e-01 4.0000e-01 8.3333e-01 4.0000e-01 8.3333e-01 0.0000e+00 8.3333e-01 5.0000e-01 8.3333e-01 4.0000e-01 8.3333e-01 4.0000e-01 8.3333e-01 0.0000e+00 8.3333e-01 4.0000e-01 8.3333e-01 4.0000e-01 8.3333e-01 5.7143e-01 8.3333e-01 8.2353e-01 8.3333e-01 4.0000e-01 8.3333e-01 4.0000e-01 8.3333e-01 4.2857e-01 8.3333e-01 4.2857e-01 8.3333e-01 7.5000e-01 8.3333e-01 4.0000e-01 8.3333e-01 4.0000e-01 8.3333e-01 5.7143e-01 8.3333e-01 6.2500e-01 8.3333e-01 7.8571e-01 8.3333e-01 4.0000e-01 8.3333e-01 4.0000e-01 8.3333e-01 5.7143e-01 8.3333e-01 6.2500e-01 8.3333e-01 6.2500e-01 8.3333e-01 7.6923e-01 8.3333e-01 4.0000e-01 8.3333e-01 4.0000e-01 8.3333e-01 5.7143e-01 8.3333e-01 6.2500e-01 8.3333e-01 7.6923e-01 8.3333e-01 4.0000e-01 8.3333e-01 4.0000e-01 8.3333e-01 5.0000e-01 8.3333e-01 7.0000e-01 8.3333e-01 4.0000e-01 8.3333e-01 7.6923e-01 8.3333e-01 4.0000e-01 8.3333e-01 4.0000e-01 8.3333e-01 7.7778e-01 8.3333e-01
8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 9.0909e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.4615e-01 0.0000e+00 9.0909e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.9474e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.8889e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.8889e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 7.0000e-01 0.0000e+00 7.8571e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.8889e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.4615e-01 0.0000e+00
5.7143e-01 8.5714e-01 5.7143e-01 8.5714e-01 5.0000e-01 8.5714e-01 0.0000e+00 8.5714e-01 5.7143e-01 8.5714e-01 5.7143e-01 8.5714e-01 5.0000e-01 8.5714e-01 2.5000e-01 8.5714e-01 5.7143e-01 8.5714e-01 5.7143e-01 8.5714e-01 5.0000e-01 8.5714e-01 2.5000e-01 8.5714e-01 5.7143e-01 8.5714e-01 5.7143e-01 8.5714e-01 5.0000e-01 8.5714e-01 5.7143e-01 8.5714e-01 5.7143e-01 8.5714e-01 6.6667e-01 8.5714e-01 8.4211e-01 8.5714e-01 5.7143e-01 8.5714e-01 5.7143e-01 8.5714e-01 5.5556e-01 8.5714e-01 5.5556e-01 8.5714e-01 7.7778e-01 8.5714e-01 5.7143e-01 8.5714e-01 5.7143e-01 8.5714e-01 6.6667e-01 8.5714e-01 7.0000e-01 8.5714e-01 8.1250e-01 8.5714e-01 5.7143e-01 8.5714e-01 5.7143e-01 8.5714e-01 6.6667e-01 8.5714e-01 7.0000e-01 8.5714e-01 7.0000e-01 8.5714e-01 8.0000e-01 8.5714e-01 5.7143e-01 8.5714e-01 5.7143e-01 8.5714e-01 6.6667e-01 8.5714e-01 7.0000e-01 8.5714e-01 8.0000e-01 8.5714e-01 5.7143e-01 8.5714e-01 5.7143e-01 8.5714e-01 6.2500e-01 8.5714e-01 7.5000e-01 8.5714e-01 5.7143e-01 8.5714e-01 8.0000e-01 8.5714e-01 5.7143e-01 8.5714e-01 5.7143e-01 8.5714e-01 7.0000e-01 8.5714e-01
8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 9.0909e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.4615e-01 0.0000e+00 9.0909e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.9474e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.8889e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.8889e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 7.0000e-01 0.0000e+00 7.8571e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.8889e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.4615e-01 0.0000e+00
0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.7143e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.7143e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.7143e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 5.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 8.0000e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 7.5000e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 7.2727e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 4.0000e-01 8.0000e-01 5.0000e-01 8.0000e-01 7.2727e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 2.5000e-01 8.0000e-01 6.2500e-01 8.0000e-01 0.0000e+00 8.0000e-01 7.2727e-01 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 7.1429e-01 8.0000e-01
8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.5714e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 9.0909e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.4615e-01 0.0000e+00 9.0909e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.9474e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.8889e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.3333e-01 0.0000e+00 8.4615e-01 0.0000e+00 8.8889e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 7.0000e-01 0.0000e+00 7.8571e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.8889e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.0000e-01 0.0000e+00 8.4615e-01 0.0000e+00
